case_number,unit_ref,unit_build_year,case_status,case_type,case_sub_type,case_create_date
Case41171,Unit8451,1993,Resolved,Query,,15/11/2019 10:13
Case41172,Unit7524,1964,Resolved,No Access,Gas,15/11/2019 10:20
Case41173,Unit8960,2019,Resolved,Query,,15/11/2019 10:25
Case41174,Unit3651,1935,Resolved,Direct Maintenance,Further Information Required,15/11/2019 10:31
Case41175,Unit3072,1890,Resolved,Income,Refund Enquiry,15/11/2019 10:33
Case41176,Unit7563,2007,Active,Query,,15/11/2019 10:33
Case41177,Unit9326,2007,Resolved,Query,,15/11/2019 10:35
Case41178,Unit5732,2010,Resolved,Income,Refund Enquiry,15/11/2019 10:46
Case41179,Unit4799,2010,Resolved,Direct Maintenance,Complex Repairs,15/11/2019 10:46
Case41180,Unit5582,1966,Resolved,Complaints,,15/11/2019 10:57
Case41181,Unit1338,1993,Resolved,Query,,15/11/2019 11:13
Case41182,Unit1430,1890,Resolved,Direct Maintenance,Follow on,15/11/2019 11:34
Case41183,Unit5778,2019,Resolved,Income,Direct Debit Enquiry,15/11/2019 11:34
Case41184,Unit9317,2015,Resolved,Query,,15/11/2019 11:36
Case41185,Unit9567,1935,Resolved,Income,Account Enquiry,15/11/2019 11:39
Case41186,Unit8304,2006,Resolved,Query,,15/11/2019 11:59
Case41187,Unit4300,2013,Resolved,Income,Account Enquiry,15/11/2019 12:03
Case41188,Unit4179,1910,Resolved,Query,,15/11/2019 12:03
Case41189,Unit6543,1983,Resolved,Query,,15/11/2019 12:05
Case41190,Unit9154,2011,Resolved,Service Charges,Calculation/Apportionment Query,15/11/2019 12:11
Case41191,Unit3776,2004,Resolved,Query,,15/11/2019 12:22
Case41192,Unit5274,1850,Resolved,Direct Maintenance,Follow on,15/11/2019 12:28
Case41193,Unit5274,1850,Resolved,Complaints,,15/11/2019 12:32
Case41194,Unit8165,2012,Resolved,Direct Maintenance,Follow on,15/11/2019 12:36
Case41195,Unit6042,1869,Resolved,Direct Maintenance,Supervisor Inspection,15/11/2019 12:56
Case41196,Unit1458,1920,Resolved,Income,Refund Enquiry,15/11/2019 13:10
Case41197,Unit1259,1920,Resolved,Query,,15/11/2019 13:19
Case41198,Unit8833,2009,Resolved,Query,,15/11/2019 13:24
Case41199,Unit1456,2011,Resolved,Query,,15/11/2019 13:29
Case41200,Unit375,1999,Resolved,Direct Maintenance,Damp & Mould,15/11/2019 13:38
Case41201,Unit8242,1910,Resolved,Query,,15/11/2019 13:46
Case41202,Unit3298,1992,Resolved,Query,,15/11/2019 13:59
Case41203,Unit6911,1930,Resolved,Query,,15/11/2019 14:03
Case41204,Unit6037,1890,Resolved,Direct Maintenance,Follow on,15/11/2019 14:04
Case41205,Unit8687,2008,Resolved,Query,,15/11/2019 14:04
Case41206,Unit4141,2016,Resolved,Complaints,,15/11/2019 14:11
Case41207,Unit6283,2016,Resolved,Income,Account Enquiry,15/11/2019 14:17
Case41208,Unit7134,1976,Resolved,Direct Maintenance,Further Information Required,15/11/2019 14:21
Case41209,Unit7484,2000,Resolved,Direct Maintenance,Follow on,15/11/2019 14:21
Case41210,Unit7760,2015,Resolved,Income,Refund Enquiry,15/11/2019 14:23
Case41211,Unit832,1900,Resolved,Query,,15/11/2019 14:23
Case41212,Unit2689,2012,Active,Home Ownership,Resales,15/11/2019 14:30
Case41213,Unit479,1910,Resolved,Complaints,,15/11/2019 14:35
Case41214,Unit131,1890,Resolved,ASB,,15/11/2019 14:44
Case41215,Unit6400,2011,Resolved,Home Ownership,Remortgaging/Shared Ownership,15/11/2019 14:54
Case41216,Unit2359,1993,Resolved,Query,,15/11/2019 14:54
Case41217,Unit3352,2013,Resolved,Query,,15/11/2019 14:55
Case41218,Unit8264,1870,Resolved,Rehousing,Temporary,15/11/2019 15:10
Case41219,Unit2495,2013,Resolved,Query,,15/11/2019 15:13
Case41220,Unit8805,,Resolved,Home Ownership,Staircasing,15/11/2019 15:17
Case41221,Unit8706,2002,Resolved,Direct Maintenance,Follow on,15/11/2019 15:18
Case41222,Unit684,1970,Resolved,Direct Maintenance,Damp & Mould,15/11/2019 15:30
Case41223,Unit5312,1996,Resolved,Direct Maintenance,Follow on,15/11/2019 15:48
Case41224,Unit3141,1996,Resolved,ASB,,15/11/2019 15:49
Case41225,Unit6358,2018,Resolved,Query,,15/11/2019 15:56
Case41226,Unit2548,1995,Resolved,Income,Tenancy Enquiry,15/11/2019 16:00
Case41227,Unit785,1962,Resolved,Query,,15/11/2019 16:08
Case41228,Unit4191,2017,Resolved,Income,Refund Enquiry,15/11/2019 16:17
Case41229,Unit9121,1900,Resolved,Income,Refund Enquiry,15/11/2019 16:20
Case41230,Unit8775,1966,Resolved,Service Charges,Calculation/Apportionment Query,15/11/2019 16:41
Case41231,Unit8661,1998,Resolved,Income,Refund Enquiry,15/11/2019 16:55
Case41232,Unit7542,2011,Resolved,Query,,15/11/2019 17:01
Case41233,Unit7867,2014,Resolved,Income,Refund Enquiry,15/11/2019 17:02
Case41234,Unit680,2013,Resolved,Income,Refund Enquiry,15/11/2019 17:04
Case41235,Unit891,1998,Resolved,Query,,15/11/2019 17:07
Case41236,Unit3585,1999,Resolved,Query,,15/11/2019 17:13
Case41237,Unit5099,2015,Resolved,Income,Refund Enquiry,15/11/2019 17:16
Case41238,Unit7941,1960,Resolved,Query,,15/11/2019 17:16
Case41239,Unit1510,1958,Resolved,Income,Refund Enquiry,15/11/2019 17:32
Case41240,Unit5103,1869,Resolved,Income,Refund Enquiry,15/11/2019 17:35
Case41241,Unit4806,2008,Resolved,Abandonment,Surrender,15/11/2019 17:36
Case41242,Unit7731,2012,Resolved,Query,,16/11/2019 23:14
Case41243,Unit2612,2011,Resolved,Query,,16/11/2019 23:38
Case41244,Unit3223,2011,Resolved,Query,,17/11/2019 18:17
Case41245,Unit8420,1994,Resolved,No Access,Gas,18/11/2019 07:00
Case41246,Unit2089,1980,Resolved,No Access,Gas,18/11/2019 07:00
Case41247,Unit4564,2002,Resolved,No Access,Gas,18/11/2019 07:00
Case41248,Unit5272,1970,Resolved,No Access,Gas,18/11/2019 07:00
Case41249,Unit6398,1993,Resolved,No Access,Gas,18/11/2019 07:00
Case41250,Unit2762,2005,Resolved,No Access,Gas,18/11/2019 07:00
Case41251,Unit6854,1900,Resolved,No Access,Gas,18/11/2019 07:00
Case41252,Unit568,1996,Resolved,No Access,Gas,18/11/2019 07:00
Case41253,Unit2789,1994,Resolved,No Access,Gas,18/11/2019 07:00
Case41254,Unit9798,1998,Resolved,No Access,Gas,18/11/2019 07:00
Case41255,Unit6603,1910,Resolved,No Access,Gas,18/11/2019 07:00
Case41256,Unit7279,1890,Resolved,No Access,Gas,18/11/2019 07:00
Case41257,Unit2201,1999,Resolved,No Access,Gas,18/11/2019 07:00
Case41258,Unit1411,2007,Resolved,Query,,18/11/2019 08:31
Case41259,Unit1444,1900,Resolved,Direct Maintenance,Follow on,18/11/2019 08:35
Case41260,Unit8905,2006,Resolved,Query,,18/11/2019 08:54
Case41261,Unit122,1940,Resolved,Direct Maintenance,Damp & Mould,18/11/2019 09:16
Case41262,Unit8055,,Resolved,Income,Refund Enquiry,18/11/2019 09:42
Case41263,Unit2118,2015,Resolved,Direct Maintenance,Further Information Required,18/11/2019 09:42
Case41264,Unit39,1972,Resolved,ASB,,18/11/2019 09:45
Case41265,Unit1164,1920,Resolved,Income,Account Enquiry,18/11/2019 09:47
Case41266,Unit7596,1958,Resolved,Query,,18/11/2019 09:47
Case41267,Unit8081,1978,Resolved,Query,,18/11/2019 09:53
Case41268,Unit5770,1991,Resolved,Income,Refund Enquiry,18/11/2019 09:54
Case41269,Unit5196,1899,Resolved,Income,Refund Enquiry,18/11/2019 10:23
Case41270,Unit9927,1930,Resolved,Direct Maintenance,Follow on,18/11/2019 10:27
Case41271,Unit4427,1995,Resolved,Direct Maintenance,Follow on,18/11/2019 10:28
Case41272,Unit1873,1910,Resolved,Query,,18/11/2019 10:35
Case41273,Unit5411,1890,Resolved,Direct Maintenance,Complex Repairs,18/11/2019 10:38
Case41274,Unit2840,1890,Resolved,Query,,18/11/2019 10:42
Case41275,Unit9553,2016,Resolved,Income,Refund Enquiry,18/11/2019 10:47
Case41276,Unit2785,1910,Resolved,Query,,18/11/2019 10:51
Case41277,Unit3712,1997,Resolved,Direct Maintenance,Follow on,18/11/2019 10:54
Case41278,Unit9381,2013,Resolved,MP/Councillor Enquiry,Leaseholder Services,18/11/2019 10:56
Case41279,Unit3872,1970,Resolved,Query,,18/11/2019 10:57
Case41280,Unit6029,2008,Resolved,Query,,18/11/2019 11:07
Case41281,Unit684,1970,Resolved,MP/Councillor Enquiry,Housing Management,18/11/2019 11:14
Case41282,Unit9829,1980,Resolved,ASB,,18/11/2019 11:18
Case41283,Unit960,1966,Resolved,Direct Maintenance,Follow on,18/11/2019 11:19
Case41284,Unit691,1880,Resolved,Query,,18/11/2019 11:25
Case41285,Unit7997,1960,Resolved,Income,Tenancy Enquiry,18/11/2019 11:36
Case41286,Unit8496,2014,Resolved,Query,,18/11/2019 11:41
Case41287,Unit5897,1996,Resolved,Query,,18/11/2019 11:43
Case41288,Unit2148,1950,Resolved,Query,,18/11/2019 11:48
Case41289,Unit6815,2016,Resolved,Complaints,,18/11/2019 11:56
Case41290,Unit93,2015,Resolved,Income,Account Enquiry,18/11/2019 12:04
Case41291,Unit9822,1940,Resolved,Query,,18/11/2019 12:09
Case41292,Unit3345,2003,Resolved,Query,,18/11/2019 12:11
Case41293,Unit8978,1900,Resolved,Query,,18/11/2019 12:19
Case41294,Unit2591,1900,Resolved,Query,,18/11/2019 12:22
Case41295,Unit4190,1890,Resolved,Query,,18/11/2019 12:22
Case41296,Unit5467,1994,Resolved,Complaints,,18/11/2019 12:35
Case41297,Unit4707,1962,Resolved,Income,Account Enquiry,18/11/2019 12:39
Case41298,Unit618,1985,Resolved,Query,,18/11/2019 12:43
Case41299,Unit2406,2014,Resolved,Direct Maintenance,Follow on,18/11/2019 12:45
Case41300,Unit1741,1880,Resolved,Complaints,,18/11/2019 12:45
Case41301,Unit2202,2008,Resolved,Query,,18/11/2019 12:46
Case41302,Unit6737,1998,Resolved,Query,,18/11/2019 12:59
Case41303,Unit6432,1998,Resolved,Direct Maintenance,Follow on,18/11/2019 13:00
Case41304,Unit8633,1930,Resolved,Direct Maintenance,Follow on,18/11/2019 13:06
Case41305,Unit3804,1890,Resolved,Direct Maintenance,Follow on,18/11/2019 13:09
Case41306,Unit1259,1920,Resolved,Query,,18/11/2019 13:12
Case41307,Unit1998,1931,Resolved,Direct Maintenance,Follow on,18/11/2019 13:28
Case41308,Unit2871,1890,Resolved,Direct Maintenance,Further Information Required,18/11/2019 13:38
Case41309,Unit7321,2000,Resolved,Query,,18/11/2019 13:53
Case41310,Unit5666,2010,Resolved,Query,,18/11/2019 14:08
Case41311,Unit8491,1970,Resolved,Complaints,,18/11/2019 14:24
Case41312,Unit7523,1960,Resolved,Query,,18/11/2019 14:24
Case41313,Unit1455,2013,Resolved,Income,Refund Enquiry,18/11/2019 14:39
Case41314,Unit1529,2006,Resolved,Query,,18/11/2019 14:55
Case41315,Unit1760,2015,Resolved,Query,,18/11/2019 14:58
Case41316,Unit2698,1992,Resolved,Direct Maintenance,Follow on,18/11/2019 15:05
Case41317,Unit3334,,Resolved,Query,,18/11/2019 15:15
Case41318,Unit4843,1972,Resolved,Query,,18/11/2019 15:18
Case41319,Unit3647,1890,Resolved,Query,,18/11/2019 15:18
Case41320,Unit1898,2008,Resolved,Query,,18/11/2019 15:21
Case41321,Unit5319,1930,Resolved,Income,Refund Enquiry,18/11/2019 15:29
Case41322,Unit9233,1993,Resolved,Direct Maintenance,Follow on,18/11/2019 15:31
Case41323,Unit9574,2016,Resolved,Query,,18/11/2019 15:35
Case41324,Unit4977,1993,Resolved,Complaints,,18/11/2019 15:38
Case41325,Unit5783,2017,Resolved,Home Ownership,Subletting Homeowner,18/11/2019 15:42
Case41326,Unit5187,2011,Resolved,Complaints,,18/11/2019 15:47
Case41327,Unit9574,2016,Resolved,Complaints,,18/11/2019 15:47
Case41328,Unit4565,2000,Resolved,Query,,18/11/2019 15:48
Case41329,Unit8265,2014,Resolved,Income,Direct Debit Enquiry,18/11/2019 15:53
Case41330,Unit5706,2012,Resolved,Query,,18/11/2019 15:53
Case41331,Unit3270,1996,Resolved,Query,,18/11/2019 15:57
Case41332,Unit1002,2007,Resolved,Income,Refund Enquiry,18/11/2019 16:20
Case41333,Unit932,1900,Resolved,Income,Payment Enquiry,18/11/2019 16:25
Case41334,Unit7352,2012,Resolved,Query,,18/11/2019 16:26
Case41335,Unit1010,1890,Resolved,Complaints,,18/11/2019 16:27
Case41336,Unit9317,2015,Resolved,Query,,18/11/2019 16:35
Case41337,Unit9574,2016,Resolved,Query,,18/11/2019 16:35
Case41338,Unit5658,1899,Resolved,ASB,,18/11/2019 16:42
Case41339,Unit7027,1991,Resolved,No Access,H&S Other,18/11/2019 16:57
Case41340,Unit318,1976,Resolved,Complaints,,18/11/2019 17:01
Case41341,Unit1203,2018,Resolved,Query,,18/11/2019 17:22
Case41342,Unit7253,1910,Resolved,MP/Councillor Enquiry,Housing Management,18/11/2019 17:28
Case41343,Unit6974,1900,Resolved,Query,,18/11/2019 17:35
Case41344,Unit5348,2014,Resolved,Query,,18/11/2019 17:53
Case41345,Unit4443,1980,Resolved,Tenancy Change,,18/11/2019 19:41
Case41346,Unit5267,1957,Resolved,Tenancy Change,,18/11/2019 19:43
Case41347,Unit8404,1899,Resolved,No Access,Gas,19/11/2019 07:01
Case41348,Unit4976,2012,Resolved,Income,Payment Enquiry,19/11/2019 08:13
Case41349,Unit2903,2010,Resolved,Query,,19/11/2019 09:00
Case41350,Unit9371,1964,Resolved,Complaints,,19/11/2019 09:01
Case41351,Unit9194,2013,Resolved,ASB,,19/11/2019 09:02
Case41352,Unit1958,1950,Resolved,Direct Maintenance,Follow on,19/11/2019 09:10
Case41353,Unit1834,1920,Resolved,Direct Maintenance,Follow on,19/11/2019 09:21
Case41354,Unit3168,2018,Resolved,Income,Refund Enquiry,19/11/2019 09:31
Case41355,Unit6957,2008,Resolved,Query,,19/11/2019 09:35
Case41356,Unit9668,2007,Resolved,Service Charges,Calculation/Apportionment Query,19/11/2019 09:45
Case41357,Unit3860,2018,Resolved,Income,Account Enquiry,19/11/2019 09:47
Case41358,Unit7755,2003,Resolved,Query,,19/11/2019 09:52
Case41359,Unit4442,2008,Resolved,Complaints,,19/11/2019 09:53
Case41360,Unit5895,2012,Resolved,Income,Refund Enquiry,19/11/2019 09:59
Case41361,Unit3587,1993,Resolved,Service Charges,Calculation/Apportionment Query,19/11/2019 10:07
Case41362,Unit8086,,Resolved,Income,Refund Enquiry,19/11/2019 10:09
Case41363,Unit4155,2015,Resolved,Income,Refund Enquiry,19/11/2019 10:10
Case41364,Unit7613,2019,Resolved,Query,,19/11/2019 10:36
Case41365,Unit1271,2019,Resolved,Income,Refund Enquiry,19/11/2019 10:38
Case41366,Unit3214,2008,Resolved,Query,,19/11/2019 10:42
Case41367,Unit6768,1902,Resolved,Tenancy Change,,19/11/2019 10:46
Case41368,Unit2485,1937,Resolved,Death of Tenant,,19/11/2019 10:51
Case41369,Unit8820,1890,Resolved,Complaints,,19/11/2019 10:53
Case41370,Unit3585,1999,Resolved,Home Ownership,Remortgaging/Shared Ownership,19/11/2019 10:57
Case41371,Unit7713,1972,Resolved,Home Ownership,Resales,19/11/2019 10:58
Case41372,Unit6951,2003,Resolved,Query,,19/11/2019 11:08
Case41373,Unit8029,2009,Resolved,Query,,19/11/2019 11:26
Case41374,Unit2456,,Resolved,Direct Maintenance,Further Information Required,19/11/2019 11:33
Case41375,Unit7021,2002,Resolved,Query,,19/11/2019 11:34
Case41376,Unit9141,2001,Resolved,Query,,19/11/2019 11:45
Case41377,Unit2485,1937,Resolved,Query,,19/11/2019 11:58
Case41378,Unit6066,1965,Resolved,Query,,19/11/2019 12:28
Case41379,Unit4409,2019,Resolved,Query,,19/11/2019 12:32
Case41380,Unit4161,1997,Resolved,Direct Maintenance,OOH / ECO,19/11/2019 12:37
Case41381,Unit7081,1970,Resolved,Query,,19/11/2019 12:39
Case41382,Unit4079,2016,Resolved,Service Charges,Calculation/Apportionment Query,19/11/2019 12:47
Case41383,Unit9318,1990,Resolved,Query,,19/11/2019 12:50
Case41384,Unit6438,1899,Resolved,Query,,19/11/2019 13:09
Case41385,Unit5928,1940,Resolved,Direct Maintenance,Supervisor Inspection,19/11/2019 13:28
Case41386,Unit6783,2008,Resolved,Query,,19/11/2019 13:29
Case41387,Unit8701,1940,Resolved,Query,,19/11/2019 13:42
Case41388,Unit9676,2007,Resolved,Income,Refund Enquiry,19/11/2019 13:43
Case41389,Unit4218,1999,Resolved,Direct Maintenance,Follow on,19/11/2019 13:52
Case41390,Unit732,2000,Resolved,Query,,19/11/2019 14:08
Case41391,Unit6329,2001,Resolved,ASB,,19/11/2019 14:10
Case41392,Unit7558,1955,Resolved,Query,,19/11/2019 14:15
Case41393,Unit5591,1890,Resolved,Direct Maintenance,Supervisor Inspection,19/11/2019 14:16
Case41394,Unit1084,2015,Resolved,Query,,19/11/2019 14:17
Case41395,Unit7147,2006,Resolved,Income,Refund Enquiry,19/11/2019 14:30
Case41396,Unit7811,1870,Resolved,Direct Maintenance,Supervisor Inspection,19/11/2019 14:38
Case41397,Unit9141,2001,Resolved,Complaints,,19/11/2019 15:04
Case41398,Unit6994,1890,Resolved,ASB,,19/11/2019 15:11
Case41399,Unit985,2006,Resolved,Query,,19/11/2019 15:13
Case41400,Unit4604,2016,Resolved,Income,Refund Enquiry,19/11/2019 15:17
Case41401,Unit5423,1890,Resolved,Query,,19/11/2019 15:27
Case41402,Unit3831,1993,Resolved,Income,Account Enquiry,19/11/2019 15:40
Case41403,Unit1269,2007,Resolved,Direct Maintenance,Complex Repairs,19/11/2019 16:08
Case41404,Unit2416,1993,Resolved,Complaints,,19/11/2019 16:15
Case41405,Unit4089,2011,Resolved,Complaints,,19/11/2019 16:15
Case41406,Unit7600,1992,Resolved,Query,,19/11/2019 16:22
Case41407,Unit9860,1993,Resolved,Direct Maintenance,Follow on,19/11/2019 16:24
Case41408,Unit50,1991,Resolved,Query,,19/11/2019 16:30
Case41409,Unit9599,1995,Resolved,Direct Maintenance,Follow on,19/11/2019 16:39
Case41410,Unit6993,1877,Resolved,Query,,19/11/2019 16:56
Case41411,Unit5987,1965,Resolved,Query,,19/11/2019 16:59
Case41412,Unit548,1899,Resolved,Query,,19/11/2019 17:22
Case41413,Unit6183,1920,Resolved,Query,,20/11/2019 09:26
Case41414,Unit9498,2018,Resolved,Query,,20/11/2019 09:28
Case41415,Unit801,1955,Resolved,Query,,20/11/2019 09:42
Case41416,Unit6361,2017,Resolved,Service Charges,Calculation/Apportionment Query,20/11/2019 09:49
Case41417,Unit9019,1976,Resolved,Direct Maintenance,Supervisor Inspection,20/11/2019 09:53
Case41418,Unit3115,2013,Resolved,Query,,20/11/2019 09:55
Case41419,Unit4409,2019,Resolved,Direct Maintenance,Further Information Required,20/11/2019 10:01
Case41420,Unit2193,2000,Resolved,Query,,20/11/2019 10:02
Case41421,Unit8356,2012,Resolved,Direct Maintenance,Follow on,20/11/2019 10:24
Case41422,Unit3790,1940,Resolved,Complaints,,20/11/2019 10:42
Case41423,Unit8032,2016,Resolved,Complaints,,20/11/2019 10:50
Case41424,Unit6883,2015,Resolved,Service Charges,Calculation/Apportionment Query,20/11/2019 10:59
Case41425,Unit8966,2007,Resolved,Complaints,,20/11/2019 11:05
Case41426,Unit7405,2014,Resolved,Query,,20/11/2019 11:07
Case41427,Unit8112,1960,Resolved,Query,,20/11/2019 11:19
Case41428,Unit1062,1860,Resolved,Rehousing,Temporary,20/11/2019 11:20
Case41429,Unit9707,2015,Resolved,Query,,20/11/2019 11:24
Case41430,Unit6378,2016,Resolved,Query,,20/11/2019 11:34
Case41431,Unit9697,1999,Resolved,Query,,20/11/2019 11:41
Case41432,Unit630,1890,Resolved,ASB,,20/11/2019 11:48
Case41433,Unit6015,2004,Resolved,Query,,20/11/2019 11:54
Case41434,Unit6455,1950,Resolved,Query,,20/11/2019 12:01
Case41435,Unit7558,1955,Resolved,Query,,20/11/2019 12:10
Case41436,Unit4100,1997,Resolved,Complaints,,20/11/2019 12:17
Case41437,Unit8708,2012,Resolved,Query,,20/11/2019 12:20
Case41438,Unit2916,1998,Resolved,Direct Maintenance,Follow on,20/11/2019 12:29
Case41439,Unit4205,1910,Resolved,Query,,20/11/2019 12:44
Case41440,Unit4843,1972,Resolved,Complaints,,20/11/2019 12:49
Case41441,Unit250,1940,Resolved,Complaints,,20/11/2019 12:54
Case41442,Unit8859,1998,Resolved,Direct Maintenance,Follow on,20/11/2019 12:57
Case41443,Unit3668,1996,Resolved,Query,,20/11/2019 13:30
Case41444,Unit4673,1920,Resolved,Query,,20/11/2019 13:41
Case41445,Unit7147,2006,Resolved,Income,Refund Enquiry,20/11/2019 13:56
Case41446,Unit6983,2014,Resolved,Query,,20/11/2019 14:07
Case41447,Unit2075,1955,Resolved,Direct Maintenance,Follow on,20/11/2019 14:09
Case41448,Unit1956,2002,Resolved,Direct Maintenance,Follow on,20/11/2019 14:34
Case41449,Unit7860,1920,Resolved,Service Charges,Calculation/Apportionment Query,20/11/2019 14:56
Case41450,Unit5766,2018,Resolved,Query,,20/11/2019 15:01
Case41451,Unit5544,2009,Resolved,Query,,20/11/2019 15:04
Case41452,Unit5821,1910,Resolved,Query,,20/11/2019 15:05
Case41453,Unit3150,1994,Resolved,Query,,20/11/2019 15:08
Case41454,Unit8980,1890,Resolved,Query,,20/11/2019 15:09
Case41455,Unit2416,1993,Resolved,Query,,20/11/2019 15:20
Case41456,Unit4247,1980,Resolved,Complaints,,20/11/2019 15:40
Case41457,Unit8496,2014,Resolved,Complaints,,20/11/2019 15:42
Case41458,Unit7348,1991,Resolved,Query,,20/11/2019 15:43
Case41459,Unit2416,1993,Resolved,Query,,20/11/2019 15:52
Case41460,Unit5226,2015,Resolved,Query,,20/11/2019 16:42
Case41461,Unit2840,1890,Resolved,Query,,20/11/2019 16:42
Case41462,Unit9195,1987,Resolved,Tenancy Change,,20/11/2019 16:46
Case41463,Unit1628,1965,Resolved,Query,,20/11/2019 16:53
Case41464,Unit1599,1999,Resolved,Direct Maintenance,Follow on,20/11/2019 17:28
Case41465,Unit4407,2017,Resolved,Home Ownership,Resales,20/11/2019 17:43
Case41466,Unit1565,2004,Resolved,Query,,20/11/2019 18:22
Case41467,Unit305,2006,Resolved,Income,Account Enquiry,21/11/2019 08:24
Case41468,Unit7366,1900,Resolved,Direct Maintenance,Follow on,21/11/2019 08:29
Case41469,Unit9830,1960,Resolved,Direct Maintenance,Follow on,21/11/2019 08:37
Case41470,Unit4926,2010,Resolved,Income,Refund Enquiry,21/11/2019 08:37
Case41471,Unit5626,1890,Resolved,Income,Account Enquiry,21/11/2019 09:01
Case41472,Unit7960,2013,Resolved,Home Ownership,Landlord Enquiry,21/11/2019 09:04
Case41473,Unit5444,1994,Resolved,Query,,21/11/2019 09:05
Case41474,Unit5962,2011,Resolved,Home Ownership,Landlord Enquiry,21/11/2019 09:12
Case41475,Unit1786,,Resolved,Income,Refund Enquiry,21/11/2019 09:14
Case41476,Unit6168,2004,Resolved,Service Charges,Calculation/Apportionment Query,21/11/2019 09:22
Case41477,Unit2876,1986,Resolved,Query,,21/11/2019 09:29
Case41478,Unit1126,1970,Resolved,Direct Maintenance,Follow on,21/11/2019 09:32
Case41479,Unit4379,1910,Resolved,No Access,H&S Other,21/11/2019 09:32
Case41480,Unit5340,1880,Resolved,Income,Refund Enquiry,21/11/2019 09:35
Case41481,Unit933,1976,Resolved,Direct Maintenance,Damp & Mould,21/11/2019 09:38
Case41482,Unit647,1998,Resolved,Direct Maintenance,Supervisor Inspection,21/11/2019 09:45
Case41483,Unit7749,2011,Resolved,Income,Refund Enquiry,21/11/2019 09:46
Case41484,Unit3872,1970,Resolved,Tenancy Visits,,21/11/2019 09:47
Case41485,Unit1327,1994,Resolved,ASB,,21/11/2019 09:49
Case41486,Unit4810,2015,Resolved,Home Ownership,Subletting Homeowner,21/11/2019 09:50
Case41487,Unit7568,2018,Resolved,Income,Refund Enquiry,21/11/2019 09:52
Case41488,Unit4592,1970,Resolved,Income,Refund Enquiry,21/11/2019 09:56
Case41489,Unit9998,,Resolved,Query,,21/11/2019 09:57
Case41490,Unit4450,2007,Resolved,Complaints,,21/11/2019 10:02
Case41491,Unit9952,2013,Resolved,Income,Refund Enquiry,21/11/2019 10:06
Case41492,Unit3670,2005,Resolved,Income,Account Enquiry,21/11/2019 10:14
Case41493,Unit7730,1960,Resolved,Query,,21/11/2019 10:14
Case41494,Unit662,1890,Resolved,Query,,21/11/2019 10:22
Case41495,Unit8148,1890,Resolved,Direct Maintenance,Further Information Required,21/11/2019 10:25
Case41496,Unit8174,2004,Resolved,Query,,21/11/2019 10:26
Case41497,Unit2151,2012,Resolved,Complaints,,21/11/2019 10:29
Case41498,Unit3352,2013,Resolved,Query,,21/11/2019 10:36
Case41499,Unit8153,2014,Resolved,Direct Maintenance,Further Information Required,21/11/2019 10:38
Case41500,Unit6034,1850,Resolved,Query,,21/11/2019 10:41
Case41501,Unit4322,1968,Resolved,Query,,21/11/2019 10:55
Case41502,Unit41,1900,Resolved,Query,,21/11/2019 10:57
Case41503,Unit5458,,Resolved,Query,,21/11/2019 11:00
Case41504,Unit7720,1937,Resolved,Query,,21/11/2019 11:01
Case41505,Unit648,1890,Resolved,Direct Maintenance,Damp & Mould,21/11/2019 11:12
Case41506,Unit3640,2006,Resolved,Income,Account Enquiry,21/11/2019 11:21
Case41507,Unit5111,1998,Resolved,Direct Maintenance,Complex Repairs,21/11/2019 11:27
Case41508,Unit4407,2017,Resolved,Query,,21/11/2019 11:29
Case41509,Unit9814,1993,Resolved,Death of Tenant,,21/11/2019 11:32
Case41510,Unit9452,2012,Resolved,Income,Refund Enquiry,21/11/2019 11:36
Case41511,Unit2807,1955,Resolved,Query,,21/11/2019 11:44
Case41512,Unit219,1910,Active,Query,,21/11/2019 11:47
Case41513,Unit5116,2009,Resolved,Income,Payment Enquiry,21/11/2019 11:48
Case41514,Unit728,2014,Resolved,Query,,21/11/2019 11:50
Case41515,Unit8024,2008,Resolved,Query,,21/11/2019 11:51
Case41516,Unit5502,1977,Resolved,Query,,21/11/2019 11:56
Case41517,Unit6390,1980,Resolved,Complaints,,21/11/2019 12:02
Case41518,Unit4731,1900,Resolved,Query,,21/11/2019 12:07
Case41519,Unit7565,1996,Resolved,Query,,21/11/2019 12:22
Case41520,Unit6444,1900,Resolved,Complaints,,21/11/2019 12:27
Case41521,Unit8536,1840,Resolved,ASB,,21/11/2019 12:29
Case41522,Unit5110,1992,Resolved,Query,,21/11/2019 12:33
Case41523,Unit3150,1994,Resolved,Query,,21/11/2019 13:10
Case41524,Unit231,1993,Resolved,Query,,21/11/2019 13:11
Case41525,Unit811,1996,Resolved,Tenancy Change,,21/11/2019 13:12
Case41526,Unit9009,2016,Resolved,Query,,21/11/2019 13:38
Case41527,Unit4174,1993,Resolved,Complaints,,21/11/2019 13:45
Case41528,Unit4229,2000,Resolved,Direct Maintenance,Further Information Required,21/11/2019 14:14
Case41529,Unit7747,1992,Resolved,Complaints,,21/11/2019 14:17
Case41530,Unit9266,1999,Resolved,Direct Maintenance,Follow on,21/11/2019 14:21
Case41531,Unit593,2008,Resolved,Direct Maintenance,Damp & Mould,21/11/2019 14:22
Case41532,Unit3004,1956,Resolved,Direct Maintenance,Follow on,21/11/2019 14:25
Case41533,Unit2151,2012,Resolved,Query,,21/11/2019 14:35
